Player,Team,Match Up,Game Date,Season,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Kayla McBride,MIN,MIN vs. NYL,07/11/2026,2026.0,W,33,25,8,17,47.1,5,11,45.5,4,4,100.0,1,3,4,2,4,0,0,4,1
Emily Engstler,PDX,PDX @ ATL,07/11/2026,2026.0,W,25,14,5,8,62.5,2,4,50.0,2,2,100.0,0,11,11,4,3,1,2,3,17
Olivia Miles,MIN,MIN vs. NYL,07/11/2026,2026.0,W,32,23,6,16,37.5,4,7,57.1,7,10,70.0,1,4,5,4,1,0,2,3,1
Breanna Stewart,NYL,NYL @ MIN,07/11/2026,2026.0,L,37,17,7,16,43.8,2,3,66.7,1,1,100.0,3,4,7,3,2,1,4,1,-4
Chelsea Gray,LVA,LVA vs. PHX,07/11/2026,2026.0,W,28,15,6,12,50.0,3,8,37.5,0,0,0.0,0,1,1,12,1,0,1,2,42
Natasha Howard,MIN,MIN vs. NYL,07/11/2026,2026.0,W,36,16,5,9,55.6,1,1,100.0,5,6,83.3,5,4,9,2,2,0,2,3,-1
Bridget Carleton,PDX,PDX @ ATL,07/11/2026,2026.0,W,34,12,4,9,44.4,4,8,50.0,0,0,0.0,1,2,3,4,2,2,1,1,17
Jordin Canada,ATL,ATL vs. PDX,07/11/2026,2026.0,L,35,10,4,8,50.0,0,2,0.0,2,5,40.0,2,2,4,12,2,0,3,5,-8
Naz Hillmon,ATL,ATL vs. PDX,07/11/2026,2026.0,L,36,15,6,11,54.5,1,5,20.0,2,3,66.7,3,5,8,2,1,1,3,3,-2
Allisha Gray,ATL,ATL vs. PDX,07/11/2026,2026.0,L,31,20,8,18,44.4,1,6,16.7,3,3,100.0,0,3,3,2,1,0,1,4,-1
Jonquel Jones,NYL,NYL @ MIN,07/11/2026,2026.0,L,33,15,5,11,45.5,2,5,40.0,3,4,75.0,3,9,12,2,0,1,0,4,5
Courtney Williams,MIN,MIN vs. NYL,07/11/2026,2026.0,W,36,12,5,17,29.4,2,3,66.7,0,0,0.0,5,7,12,1,0,0,3,2,7
Serah Williams,PDX,PDX @ ATL,07/11/2026,2026.0,W,13,15,6,6,100.0,0,0,0.0,3,3,100.0,0,2,2,1,0,1,0,2,9
Rhyne Howard,ATL,ATL vs. PDX,07/11/2026,2026.0,L,31,10,3,9,33.3,2,8,25.0,2,2,100.0,1,2,3,4,4,0,1,2,-11
Lexi Held,PHX,PHX @ LVA,07/11/2026,2026.0,L,23,11,5,10,50.0,1,6,16.7,0,0,0.0,1,2,3,2,1,0,1,2,-25
NaLyssa Smith,LVA,LVA vs. PHX,07/11/2026,2026.0,W,18,14,6,7,85.7,0,0,0.0,2,2,100.0,0,3,3,0,1,0,1,1,24
Teja Oblak,PDX,PDX @ ATL,07/11/2026,2026.0,W,14,10,4,4,100.0,1,1,100.0,1,2,50.0,0,1,1,7,0,0,2,2,12
Jewell Loyd,LVA,LVA vs. PHX,07/11/2026,2026.0,W,28,9,3,7,42.9,2,6,33.3,1,2,50.0,1,0,1,3,2,0,1,4,36
Nia Coffey,MIN,MIN vs. NYL,07/11/2026,2026.0,W,28,3,1,2,50.0,1,2,50.0,0,0,0.0,1,4,5,5,0,2,2,4,9
Jackie Young,LVA,LVA vs. PHX,07/11/2026,2026.0,W,24,8,3,9,33.3,2,6,33.3,0,0,0.0,0,2,2,6,2,0,0,0,37
Cheyenne Parker-Tyus,LVA,LVA vs. PHX,07/11/2026,2026.0,W,14,15,4,7,57.1,0,0,0.0,7,8,87.5,2,5,7,0,0,1,1,2,8
Justine Pissott,LVA,LVA vs. PHX,07/11/2026,2026.0,W,10,17,6,7,85.7,5,6,83.3,0,0,0.0,0,2,2,2,0,0,1,1,5
Megan Gustafson,PDX,PDX @ ATL,07/11/2026,2026.0,W,27,17,7,11,63.6,2,4,50.0,1,1,100.0,0,4,4,1,1,0,3,3,1
Marine Johannes,NYL,NYL @ MIN,07/11/2026,2026.0,L,23,14,5,10,50.0,4,9,44.4,0,0,0.0,1,2,3,1,1,0,0,3,-6
Cecilia Zandalasini,GSV,GSV @ CON,07/10/2026,2026.0,W,17,4,2,5,40.0,0,0,0.0,0,0,0.0,0,1,1,0,2,0,3,3,3
Kate Martin,LAS,LAS vs. CHI,07/10/2026,2026.0,W,5,2,1,2,50.0,0,1,0.0,0,0,0.0,1,1,2,1,0,0,0,1,-8
Raegan Beers,CON,CON vs. GSV,07/10/2026,2026.0,L,10,3,0,1,0.0,0,0,0.0,3,4,75.0,1,1,2,1,0,0,1,1,1
Kiana Williams,LAS,LAS vs. CHI,07/10/2026,2026.0,W,15,0,0,2,0.0,0,2,0.0,0,0,0.0,0,0,0,5,1,0,1,0,-2
Aicha Coulibaly,CHI,CHI @ LAS,07/10/2026,2026.0,L,13,7,2,3,66.7,0,1,0.0,3,4,75.0,0,1,1,0,0,0,1,2,-2
Kayla Thornton,GSV,GSV @ CON,07/10/2026,2026.0,W,13,2,1,4,25.0,0,1,0.0,0,0,0.0,2,2,4,0,1,0,2,4,-3
Odyssey Sims,DAL,DAL @ TOR,07/10/2026,2026.0,W,12,8,3,9,33.3,2,6,33.3,0,0,0.0,0,1,1,0,0,0,0,1,-3
Elizabeth Williams,CHI,CHI @ LAS,07/10/2026,2026.0,L,9,0,0,2,0.0,0,0,0.0,0,0,0.0,3,2,5,2,0,1,3,0,-5
Awak Kuier,DAL,DAL @ TOR,07/10/2026,2026.0,W,11,3,1,3,33.3,1,1,100.0,0,0,0.0,0,1,1,1,1,1,0,1,3
Kiah Stokes,GSV,GSV @ CON,07/10/2026,2026.0,W,20,5,2,4,50.0,1,3,33.3,0,0,0.0,2,2,4,2,0,0,0,1,6
Kaitlyn Chen,GSV,GSV @ CON,07/10/2026,2026.0,W,21,8,4,7,57.1,0,1,0.0,0,2,0.0,0,1,1,1,2,0,4,0,6
Alysha Clark,DAL,DAL @ TOR,07/10/2026,2026.0,W,17,10,4,4,100.0,2,2,100.0,0,0,0.0,0,0,0,2,0,0,0,4,16
Tima Pouye,TOR,TOR vs. DAL,07/10/2026,2026.0,L,9,2,1,1,100.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,4,3
Hailey Van Lith,CON,CON vs. GSV,07/10/2026,2026.0,L,9,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,2,1,0,0,0,-5
Tiffany Hayes,GSV,GSV @ CON,07/10/2026,2026.0,W,17,9,3,3,100.0,0,0,0.0,3,4,75.0,0,0,0,5,0,0,0,3,16
Kennedy Burke,CON,CON vs. GSV,07/10/2026,2026.0,L,20,0,0,3,0.0,0,1,0.0,0,2,0.0,2,0,2,0,1,0,1,0,-26
Nadia Fingall,GSV,GSV @ CON,07/10/2026,2026.0,W,2,3,1,1,100.0,1,1,100.0,0,0,0.0,0,0,0,0,0,0,0,1,-5
Gianna Kneepkens,CON,CON vs. GSV,07/10/2026,2026.0,L,9,0,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,1,0,0,3,-8
Aziaha James,DAL,DAL @ TOR,07/10/2026,2026.0,W,4,0,0,1,0.0,0,0,0.0,0,0,0.0,2,0,2,1,0,0,0,1,-3
Rachel Banham,CHI,CHI @ LAS,07/10/2026,2026.0,L,12,0,0,4,0.0,0,2,0.0,0,0,0.0,1,2,3,0,0,0,0,0,-5
Kayla Alexander,TOR,TOR vs. DAL,07/10/2026,2026.0,L,10,1,0,1,0.0,0,0,0.0,1,2,50.0,1,1,2,0,0,0,1,2,-9
Teonni Key,TOR,TOR vs. DAL,07/10/2026,2026.0,L,7,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,1,5
Kia Nurse,TOR,TOR vs. DAL,07/10/2026,2026.0,L,15,0,0,6,0.0,0,5,0.0,0,0,0.0,0,1,1,1,0,0,0,0,-5
Jihyun Park,LAS,LAS vs. CHI,07/10/2026,2026.0,W,8,0,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,1,-1
Maddy Siegrist,DAL,DAL @ TOR,07/10/2026,2026.0,W,3,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1
Chance Gray,LAS,LAS vs. CHI,07/10/2026,2026.0,W,3,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1
Alissa Pili,LAS,LAS vs. CHI,07/10/2026,2026.0,W,4,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,2,-5
Juste Jocyte,GSV,GSV @ CON,07/10/2026,2026.0,W,2,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,1,-5
Alanna Smith,DAL,DAL @ TOR,07/10/2026,2026.0,W,8,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,1,-7
Emma Cannon,LAS,LAS vs. CHI,07/10/2026,2026.0,W,13,9,3,4,75.0,1,1,100.0,2,2,100.0,3,1,4,0,0,0,0,2,11
Diamond Miller,CON,CON vs. GSV,07/10/2026,2026.0,L,27,14,4,8,50.0,1,3,33.3,5,5,100.0,0,3,3,0,0,0,3,3,-1
Courtney Vandersloot,CHI,CHI @ LAS,07/10/2026,2026.0,L,19,6,2,5,40.0,0,1,0.0,2,2,100.0,0,3,3,4,1,0,4,2,-12
Kamilla Cardoso,CHI,CHI @ LAS,07/10/2026,2026.0,L,28,15,6,9,66.7,0,0,0.0,3,3,100.0,1,7,8,2,0,1,0,5,-12
Charlisse Leger-Walker,CON,CON vs. GSV,07/10/2026,2026.0,L,25,10,4,10,40.0,1,5,20.0,1,1,100.0,0,1,1,2,1,0,2,3,-6
Jessica Shepard,DAL,DAL @ TOR,07/10/2026,2026.0,W,40,20,7,9,77.8,0,0,0.0,6,8,75.0,6,11,17,3,1,0,4,2,13
Marina Mabrey,TOR,TOR vs. DAL,07/10/2026,2026.0,L,27,34,10,18,55.6,6,9,66.7,8,8,100.0,0,1,1,1,0,0,3,4,-6
Laura Juskaite,TOR,TOR vs. DAL,07/10/2026,2026.0,L,36,25,10,16,62.5,3,6,50.0,2,2,100.0,0,3,3,3,1,1,0,3,-9
Dearica Hamby,LAS,LAS vs. CHI,07/10/2026,2026.0,W,30,17,7,13,53.8,1,1,100.0,2,4,50.0,0,7,7,3,3,1,1,2,12
Janelle Salaun,GSV,GSV @ CON,07/10/2026,2026.0,W,27,16,5,11,45.5,4,7,57.1,2,2,100.0,0,7,7,1,3,1,1,2,18
Ariel Atkins,LAS,LAS vs. CHI,07/10/2026,2026.0,W,29,17,7,13,53.8,2,5,40.0,1,1,100.0,1,2,3,6,3,0,1,4,24
Erica Wheeler,LAS,LAS vs. CHI,07/10/2026,2026.0,W,28,15,6,10,60.0,3,6,50.0,0,0,0.0,0,2,2,8,3,0,2,3,19
Veronica Burton,GSV,GSV @ CON,07/10/2026,2026.0,W,33,17,7,12,58.3,1,3,33.3,2,3,66.7,1,2,3,6,1,2,1,4,16
Arike Ogunbowale,DAL,DAL @ TOR,07/10/2026,2026.0,W,30,20,6,11,54.5,1,3,33.3,7,7,100.0,1,2,3,7,0,0,0,2,14
Isabelle Harrison,TOR,TOR vs. DAL,07/10/2026,2026.0,L,26,18,8,10,80.0,2,3,66.7,0,2,0.0,3,5,8,1,0,1,1,2,-13
Rae Burrell,LAS,LAS vs. CHI,07/10/2026,2026.0,W,33,17,6,13,46.2,4,6,66.7,1,3,33.3,0,1,1,4,0,2,4,3,12
Olivia Nelson-Ododa,CON,CON vs. GSV,07/10/2026,2026.0,L,25,12,5,13,38.5,0,0,0.0,2,4,50.0,2,6,8,4,1,1,4,2,-9
Nneka Ogwumike,LAS,LAS vs. CHI,07/10/2026,2026.0,W,33,25,9,16,56.3,3,7,42.9,4,5,80.0,0,12,12,5,1,1,2,2,12
Maria Conde,TOR,TOR vs. DAL,07/10/2026,2026.0,L,35,12,5,9,55.6,2,4,50.0,0,0,0.0,0,3,3,9,0,0,3,2,-18
Sydney Taylor,CHI,CHI @ LAS,07/10/2026,2026.0,L,21,15,5,11,45.5,2,7,28.6,3,3,100.0,0,1,1,2,0,0,3,3,-3
Nell Angloma,CON,CON vs. GSV,07/10/2026,2026.0,L,16,6,3,8,37.5,0,4,0.0,0,0,0.0,0,1,1,4,1,2,2,3,-1
Paige Bueckers,DAL,DAL @ TOR,07/10/2026,2026.0,W,38,34,13,22,59.1,2,5,40.0,6,6,100.0,1,5,6,6,2,0,1,2,15
Aaliyah Edwards,CON,CON vs. GSV,07/10/2026,2026.0,L,27,11,5,9,55.6,1,1,100.0,0,0,0.0,0,2,2,0,2,0,3,3,-5
Kaila Charles,GSV,GSV @ CON,07/10/2026,2026.0,W,30,9,3,5,60.0,1,1,100.0,2,2,100.0,3,2,5,1,1,0,2,1,9
Julie Allemand,TOR,TOR vs. DAL,07/10/2026,2026.0,L,34,3,1,3,33.3,1,3,33.3,0,0,0.0,0,5,5,8,1,0,4,1,-13
Jacy Sheldon,CHI,CHI @ LAS,07/10/2026,2026.0,L,21,10,4,7,57.1,2,4,50.0,0,0,0.0,0,0,0,2,2,0,1,1,-1
Gabriela Jaquez,CHI,CHI @ LAS,07/10/2026,2026.0,L,20,15,6,12,50.0,0,2,0.0,3,3,100.0,2,3,5,0,0,0,0,0,-8
Azzi Fudd,DAL,DAL @ TOR,07/10/2026,2026.0,W,36,13,5,13,38.5,3,7,42.9,0,0,0.0,1,1,2,2,1,0,0,3,16
Leila Lacan,CON,CON vs. GSV,07/10/2026,2026.0,L,32,8,3,5,60.0,1,2,50.0,1,1,100.0,1,2,3,6,2,0,4,2,-15
Laeticia Amihere,GSV,GSV @ CON,07/10/2026,2026.0,W,17,6,3,7,42.9,0,1,0.0,0,0,0.0,1,4,5,3,1,3,1,1,14
Azura Stevens,CHI,CHI @ LAS,07/10/2026,2026.0,L,30,10,4,7,57.1,1,3,33.3,1,1,100.0,1,7,8,2,0,1,2,2,-11
Natasha Cloud,CHI,CHI @ LAS,07/10/2026,2026.0,L,27,9,2,11,18.2,1,5,20.0,4,6,66.7,0,2,2,7,2,0,1,5,-16
Brianna Turner,LVA,LVA @ PDX,07/09/2026,2026.0,W,14,2,1,1,100.0,0,0,0.0,0,0,0.0,1,2,3,0,0,2,1,0,-2
Ezi Magbegor,SEA,SEA @ ATL,07/09/2026,2026.0,L,8,2,1,3,33.3,0,0,0.0,0,0,0.0,1,4,5,0,0,0,1,1,-1
Makayla Timpson,IND,IND @ PHX,07/09/2026,2026.0,W,15,0,0,2,0.0,0,0,0.0,0,0,0.0,2,3,5,1,0,1,0,0,9
Stefanie Dolson,SEA,SEA @ ATL,07/09/2026,2026.0,L,13,4,1,2,50.0,0,0,0.0,2,2,100.0,1,1,2,1,0,1,2,2,-6
Sami Whitcomb,PHX,PHX vs. IND,07/09/2026,2026.0,L,11,2,0,5,0.0,0,5,0.0,2,2,100.0,1,3,4,1,1,0,1,1,8
Jewell Loyd,LVA,LVA @ PDX,07/09/2026,2026.0,W,29,6,2,6,33.3,2,4,50.0,0,0,0.0,1,0,1,0,2,0,1,3,4
Zia Cooke,SEA,SEA @ ATL,07/09/2026,2026.0,L,9,5,2,5,40.0,0,2,0.0,1,2,50.0,0,2,2,1,1,0,2,1,-6
Frieda Buhner,PDX,PDX vs. LVA,07/09/2026,2026.0,L,16,6,2,5,40.0,0,2,0.0,2,2,100.0,0,1,1,0,2,0,3,1,-11
Kierstan Bell,LVA,LVA @ PDX,07/09/2026,2026.0,W,12,5,1,3,33.3,1,3,33.3,2,2,100.0,1,3,4,1,0,0,1,2,-10
Lexie Hull,IND,IND @ PHX,07/09/2026,2026.0,W,18,10,4,6,66.7,2,3,66.7,0,0,0.0,0,0,0,0,0,0,0,1,-3
Jordan Horston,SEA,SEA @ ATL,07/09/2026,2026.0,L,11,6,3,4,75.0,0,0,0.0,0,0,0.0,2,1,3,1,1,0,1,2,0
Isobel Borlase,ATL,ATL vs. SEA,07/09/2026,2026.0,W,10,4,2,2,100.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,0,2,3
Nyadiew Puoch,PDX,PDX vs. LVA,07/09/2026,2026.0,L,13,4,2,3,66.7,0,1,0.0,0,1,0.0,1,1,2,1,0,0,1,1,-1
Serah Williams,PDX,PDX vs. LVA,07/09/2026,2026.0,L,6,2,1,3,33.3,0,0,0.0,0,0,0.0,0,0,0,1,0,0,1,3,-1
Stephanie Talbot,LVA,LVA @ PDX,07/09/2026,2026.0,W,17,0,0,3,0.0,0,2,0.0,0,0,0.0,0,2,2,1,1,0,1,3,-5
Luisa Geiselsoder,PDX,PDX vs. LVA,07/09/2026,2026.0,L,6,3,1,3,33.3,1,2,50.0,0,0,0.0,0,1,1,0,0,0,0,1,1
Lexi Held,PHX,PHX vs. IND,07/09/2026,2026.0,L,12,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,4,0,0,1,1,-3
Monique Billings,IND,IND @ PHX,07/09/2026,2026.0,W,15,2,1,2,50.0,0,1,0.0,0,0,0.0,1,1,2,0,0,0,1,2,-8
Holly Winterburn,PDX,PDX vs. LVA,07/09/2026,2026.0,L,3,3,1,1,100.0,1,1,100.0,0,0,0.0,0,0,0,0,0,0,0,0,8
Katie Lou Samuelson,SEA,SEA @ ATL,07/09/2026,2026.0,L,12,3,1,1,100.0,0,0,0.0,1,1,100.0,0,0,0,0,0,0,0,2,-10
Myisha Hines-Allen,IND,IND @ PHX,07/09/2026,2026.0,W,7,0,0,0,0.0,0,0,0.0,0,0,0.0,0,3,3,0,0,0,3,1,1
Noemie Brochant,PHX,PHX vs. IND,07/09/2026,2026.0,L,19,0,0,2,0.0,0,2,0.0,0,0,0.0,0,1,1,1,0,0,0,0,12
Te-Hina Paopao,ATL,ATL vs. SEA,07/09/2026,2026.0,W,10,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,-1
Karlie Samuelson,PDX,PDX vs. LVA,07/09/2026,2026.0,L,11,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,-26
Sika Kone,ATL,ATL vs. SEA,07/09/2026,2026.0,W,11,0,0,3,0.0,0,3,0.0,0,0,0.0,0,0,0,0,0,0,1,3,0
Cheyenne Parker-Tyus,LVA,LVA @ PDX,07/09/2026,2026.0,W,5,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,2,0,-12
Madina Okot,ATL,ATL vs. SEA,07/09/2026,2026.0,W,9,5,2,5,40.0,0,0,0.0,1,2,50.0,4,2,6,0,1,0,2,2,2
Jade Melbourne,SEA,SEA @ ATL,07/09/2026,2026.0,L,25,5,2,2,100.0,0,0,0.0,1,2,50.0,0,2,2,4,1,0,4,4,-5
Awa Fam,SEA,SEA @ ATL,07/09/2026,2026.0,L,30,4,2,8,25.0,0,5,0.0,0,0,0.0,0,5,5,4,0,0,0,0,-12
Allisha Gray,ATL,ATL vs. SEA,07/09/2026,2026.0,W,32,22,7,13,53.8,1,3,33.3,7,7,100.0,0,3,3,5,1,1,3,2,15
Emily Engstler,PDX,PDX vs. LVA,07/09/2026,2026.0,L,29,10,3,7,42.9,1,4,25.0,3,4,75.0,2,5,7,2,1,2,1,5,-4
A'ja Wilson,LVA,LVA @ PDX,07/09/2026,2026.0,W,30,32,10,19,52.6,1,2,50.0,11,13,84.6,0,10,10,3,2,2,1,0,25
Marta Suarez,PHX,PHX vs. IND,07/09/2026,2026.0,L,11,10,4,6,66.7,2,2,100.0,0,0,0.0,1,1,2,0,0,0,0,2,5
Kelsey Mitchell,IND,IND @ PHX,07/09/2026,2026.0,W,35,29,10,22,45.5,3,6,50.0,6,6,100.0,1,1,2,8,3,1,0,3,4
Jackie Young,LVA,LVA @ PDX,07/09/2026,2026.0,W,31,19,8,11,72.7,3,5,60.0,0,0,0.0,0,4,4,11,3,1,3,1,18
Rhyne Howard,ATL,ATL vs. SEA,07/09/2026,2026.0,W,35,19,6,14,42.9,4,11,36.4,3,4,75.0,0,4,4,2,4,2,3,4,7
Jordin Canada,ATL,ATL vs. SEA,07/09/2026,2026.0,W,34,14,4,10,40.0,0,1,0.0,6,7,85.7,3,6,9,8,3,1,2,3,10
Alyssa Thomas,PHX,PHX vs. IND,07/09/2026,2026.0,L,33,22,10,18,55.6,0,0,0.0,2,2,100.0,1,5,6,7,1,1,1,4,-5
Aliyah Boston,IND,IND @ PHX,07/09/2026,2026.0,W,38,21,9,16,56.3,3,5,60.0,0,0,0.0,0,9,9,0,1,1,1,2,7
Angel Reese,ATL,ATL vs. SEA,07/09/2026,2026.0,W,30,18,7,15,46.7,0,0,0.0,4,4,100.0,3,8,11,2,2,0,3,1,8
Kahleah Copper,PHX,PHX vs. IND,07/09/2026,2026.0,L,32,22,9,17,52.9,3,6,50.0,1,2,50.0,0,5,5,2,1,0,1,2,-8
Natisha Hiedeman,SEA,SEA @ ATL,07/09/2026,2026.0,L,34,20,7,17,41.2,3,9,33.3,3,3,100.0,0,5,5,3,0,0,4,3,-9
Tyasha Harris,IND,IND @ PHX,07/09/2026,2026.0,W,22,15,6,8,75.0,3,4,75.0,0,0,0.0,0,1,1,5,2,1,1,5,4
Flau'jae Johnson,SEA,SEA @ ATL,07/09/2026,2026.0,L,29,14,5,12,41.7,0,3,0.0,4,5,80.0,0,2,2,5,2,1,3,2,-3
Dominique Malonga,SEA,SEA @ ATL,07/09/2026,2026.0,L,29,15,6,12,50.0,0,1,0.0,3,4,75.0,2,7,9,2,1,1,4,3,-3
Chelsea Gray,LVA,LVA @ PDX,07/09/2026,2026.0,W,34,8,2,6,33.3,1,4,25.0,3,3,100.0,0,1,1,7,3,0,2,4,14
Sarah Ashlee Barker,PDX,PDX vs. LVA,07/09/2026,2026.0,L,25,8,3,6,50.0,1,4,25.0,1,2,50.0,0,6,6,3,1,0,1,2,8
Raven Johnson,IND,IND @ PHX,07/09/2026,2026.0,W,23,6,3,7,42.9,0,3,0.0,0,0,0.0,2,4,6,2,1,0,3,1,-4
Sophie Cunningham,IND,IND @ PHX,07/09/2026,2026.0,W,29,9,2,7,28.6,1,5,20.0,4,4,100.0,0,2,2,2,1,0,1,1,5
Valeriane Ayayi,PHX,PHX vs. IND,07/09/2026,2026.0,L,30,10,4,8,50.0,2,5,40.0,0,1,0.0,1,1,2,3,0,0,2,2,-10
Naz Hillmon,ATL,ATL vs. SEA,07/09/2026,2026.0,W,29,7,2,9,22.2,1,7,14.3,2,2,100.0,0,2,2,1,3,0,1,1,11
Megan Gustafson,PDX,PDX vs. LVA,07/09/2026,2026.0,L,26,11,5,9,55.6,1,3,33.3,0,0,0.0,0,3,3,0,1,1,1,2,7
Monique Akoa Makani,PHX,PHX vs. IND,07/09/2026,2026.0,L,24,14,4,6,66.7,3,3,100.0,3,3,100.0,0,0,0,3,0,0,4,2,-3
Carla Leite,PDX,PDX vs. LVA,07/09/2026,2026.0,L,21,13,2,6,33.3,0,1,0.0,9,11,81.8,1,2,3,5,0,0,5,3,3
Teja Oblak,PDX,PDX vs. LVA,07/09/2026,2026.0,L,17,11,4,8,50.0,3,6,50.0,0,0,0.0,0,1,1,2,2,0,2,0,-19
DeWanna Bonner,PHX,PHX vs. IND,07/09/2026,2026.0,L,27,9,4,8,50.0,1,3,33.3,0,0,0.0,0,7,7,2,1,0,1,0,-11
NaLyssa Smith,LVA,LVA @ PDX,07/09/2026,2026.0,W,28,16,7,12,58.3,0,0,0.0,2,4,50.0,1,1,2,0,2,0,0,4,8
Bridget Carleton,PDX,PDX vs. LVA,07/09/2026,2026.0,L,28,9,3,10,30.0,3,8,37.5,0,0,0.0,2,4,6,3,1,0,2,1,-5
Eliska Hamzova,MIN,MIN @ CON,07/08/2026,2026.0,W,11,5,1,2,50.0,0,0,0.0,3,4,75.0,0,2,2,3,0,1,0,1,9
Tiffany Hayes,GSV,GSV @ TOR,07/08/2026,2026.0,W,19,2,0,3,0.0,0,3,0.0,2,2,100.0,0,0,0,3,1,1,0,0,5
Kiana Williams,LAS,LAS vs. IND,07/08/2026,2026.0,W,15,5,2,4,50.0,1,3,33.3,0,0,0.0,0,1,1,4,0,0,1,1,13
Kaila Charles,GSV,GSV @ TOR,07/08/2026,2026.0,W,25,5,1,7,14.3,0,3,0.0,3,4,75.0,2,3,5,1,0,0,1,4,12
Alissa Pili,LAS,LAS vs. IND,07/08/2026,2026.0,W,12,4,2,3,66.7,0,0,0.0,0,0,0.0,2,3,5,2,0,0,0,1,5
Anastasiia Olairi Kosu,MIN,MIN @ CON,07/08/2026,2026.0,W,15,5,1,3,33.3,0,0,0.0,3,4,75.0,3,1,4,3,0,0,1,2,11
Jihyun Park,LAS,LAS vs. IND,07/08/2026,2026.0,W,10,3,0,2,0.0,0,0,0.0,3,4,75.0,2,2,4,1,3,0,0,0,8
Kia Nurse,TOR,TOR vs. GSV,07/08/2026,2026.0,L,15,8,2,3,66.7,2,3,66.7,2,2,100.0,0,1,1,2,0,0,1,2,-11
Gabby Williams,GSV,GSV @ TOR,07/08/2026,2026.0,W,18,7,3,9,33.3,1,3,33.3,0,0,0.0,0,1,1,2,1,0,2,3,-6
Laura Juskaite,TOR,TOR vs. GSV,07/08/2026,2026.0,L,18,5,1,2,50.0,1,2,50.0,2,2,100.0,0,0,0,1,3,0,3,5,7
Maya Caldwell,MIN,MIN @ CON,07/08/2026,2026.0,W,17,6,2,6,33.3,2,5,40.0,0,0,0.0,1,1,2,1,1,0,0,2,-1
Maria Conde,TOR,TOR vs. GSV,07/08/2026,2026.0,L,35,9,3,8,37.5,1,4,25.0,2,2,100.0,1,2,3,1,0,0,3,1,-5
Gianna Kneepkens,CON,CON vs. MIN,07/08/2026,2026.0,L,9,6,2,3,66.7,2,3,66.7,0,0,0.0,0,0,0,1,0,0,0,0,-3
Raven Johnson,IND,IND @ LAS,07/08/2026,2026.0,L,13,3,1,9,11.1,0,3,0.0,1,2,50.0,2,0,2,2,1,0,2,1,-3
Bree Hall,IND,IND @ LAS,07/08/2026,2026.0,L,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,-3
Raegan Beers,CON,CON vs. MIN,07/08/2026,2026.0,L,13,5,1,3,33.3,0,0,0.0,3,4,75.0,1,0,1,1,0,0,1,1,-8
Cecilia Zandalasini,GSV,GSV @ TOR,07/08/2026,2026.0,W,15,3,1,6,16.7,1,5,20.0,0,0,0.0,0,1,1,2,0,0,1,1,1
Myisha Hines-Allen,IND,IND @ LAS,07/08/2026,2026.0,L,13,0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,0,1,1,0,4,-7
Sophie Cunningham,IND,IND @ LAS,07/08/2026,2026.0,L,11,2,1,4,25.0,0,3,0.0,0,0,0.0,0,1,1,1,1,0,1,1,-14
Aaliyah Edwards,CON,CON vs. MIN,07/08/2026,2026.0,L,17,2,0,4,0.0,0,0,0.0,2,2,100.0,0,4,4,0,0,0,1,1,-10
Laeticia Amihere,GSV,GSV @ TOR,07/08/2026,2026.0,W,15,3,1,1,100.0,0,0,0.0,1,2,50.0,1,2,3,0,0,0,1,3,10
Teonni Key,TOR,TOR vs. GSV,07/08/2026,2026.0,L,11,5,2,3,66.7,0,1,0.0,1,1,100.0,0,1,1,0,0,0,1,1,-1
Kiah Stokes,GSV,GSV @ TOR,07/08/2026,2026.0,W,14,0,0,2,0.0,0,1,0.0,0,0,0.0,1,2,3,0,0,1,2,1,-3
Nia Coffey,MIN,MIN @ CON,07/08/2026,2026.0,W,14,1,0,2,0.0,0,1,0.0,1,4,25.0,0,1,1,0,0,1,1,4,-8
Nyara Sabally,TOR,TOR vs. GSV,07/08/2026,2026.0,L,7,2,1,1,100.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,1,1,4
